Envi,Formula,rho,p,Group
WSOCbb,C12H13NO8,0.396,0.0411,Ulaanbaatar
WSOCbb,C12H13NO9S,0.391,0.0439,Ulaanbaatar
WSOCbb,C12H14N2O11S,0.391,0.0439,Ulaanbaatar
WSOCbb,C12H14N2O5,-0.411,0.0331,Ulaanbaatar
WSOCbb,C12H14N2O5S,0.463,0.015,Ulaanbaatar
WSOCbb,C12H14N2O6S,0.692,1.00E-04,Ulaanbaatar
WSOCbb,C12H14N2O7,0.692,1.00E-04,Ulaanbaatar
WSOCbb,C12H14N2O7S,0.591,0.0012,Ulaanbaatar
WSOCbb,C12H14N2S2,0.591,0.0012,Ulaanbaatar
WSOCbb,C12H14N4O7,0.591,0.0012,Ulaanbaatar
WSOCbb,C12H14O,-0.643,3.00E-04,Ulaanbaatar
WSOCbb,C12H14O2,-0.535,0.0041,Ulaanbaatar
WSOCbb,C12H14O3,-0.535,0.0041,Ulaanbaatar
WSOCbb,C12H14O4S,0.327,0.096,Ulaanbaatar
WSOCbb,C12H14O5,0.327,0.096,Ulaanbaatar
WSOCbb,C12H14O5S,0.191,0.3404,Ulaanbaatar
WSOCbb,C12H14O6,0.153,0.4456,Ulaanbaatar
WSOCbb,C12H14O6S,0.101,0.6179,Ulaanbaatar
WSOCbb,C12H14O7,0.101,0.6179,Ulaanbaatar
WSOCbb,C12H14O7S,0.543,0.0035,Ulaanbaatar
WSOCbb,C12H14O8,0.543,0.0035,Ulaanbaatar
WSOCbb,C12H14O8S,-0.473,0.0127,Ulaanbaatar
WSOCbb,C12H14O9S,0.331,0.0919,Ulaanbaatar
WSOCbb,C12H15N3O4,0.331,0.0919,Ulaanbaatar
WSOCbb,C12H15N3O7,0.331,0.0919,Ulaanbaatar
WSOCbb,C12H15NO3,-0.682,1.00E-04,Ulaanbaatar
WSOCbb,C12H15NO4,-0.176,0.3797,Ulaanbaatar
WSOCbb,C12H15NO4S,0.238,0.232,Ulaanbaatar
WSOCbb,C12H15NO5,0.015,0.9401,Ulaanbaatar
WSOCbb,C12H15NO5S,0.257,0.1961,Ulaanbaatar
WSOCbb,C12H15NO6,-0.431,0.0248,Ulaanbaatar
WSOCbb,C12H15NO6S,0.815,0,Ulaanbaatar
WSOCbb,C12H15NO7,0.815,0,Ulaanbaatar
WSOCbb,C12H15NO8,0.815,0,Ulaanbaatar
WSOCbb,C12H15NO9S,0.387,0.0463,Ulaanbaatar
WSOCbb,C12H16N2O4,0.387,0.0463,Ulaanbaatar
WSOCbb,C12H16N2O5,0.387,0.0463,Ulaanbaatar
WSOCbb,C12H16N2O7,0.387,0.0463,Ulaanbaatar
WSOCbb,C12H16N4O8,0.387,0.0463,Ulaanbaatar
WSOCbb,C12H16O10S,0.387,0.0463,Ulaanbaatar
WSOCbb,C12H16O4S,0.387,0.0463,Ulaanbaatar
WSOCbb,C12H16O5,0.387,0.0463,Ulaanbaatar
WSOCbb,C12H16O5S,-0.179,0.3712,Ulaanbaatar
WSOCbb,C12H16O6S,0.023,0.9081,Ulaanbaatar
WSOCbb,C12H16O7S,-0.141,0.4814,Ulaanbaatar
WSOCbb,C12H16O8,-0.141,0.4814,Ulaanbaatar
WSOCbb,C12H16O8S,-0.296,0.1334,Ulaanbaatar
WSOCbb,C12H16O9,-0.296,0.1334,Ulaanbaatar
WSOCbb,C12H17N3O3,-0.127,0.5285,Ulaanbaatar
WSOCbb,C12H17N3O4,0.057,0.7778,Ulaanbaatar
WSOCbb,C12H17N3O5,0.057,0.7778,Ulaanbaatar
WSOCbb,C12H17NO10,0.057,0.7778,Ulaanbaatar
WSOCbb,C12H17NO11S,0.057,0.7778,Ulaanbaatar
WSOCbb,C12H17NO3,-0.636,4.00E-04,Ulaanbaatar
WSOCbb,C12H17NO4,-0.636,4.00E-04,Ulaanbaatar
WSOCbb,C12H17NO4S,-0.182,0.3646,Ulaanbaatar
WSOCbb,C12H17NO5,-0.182,0.3646,Ulaanbaatar
WSOCbb,C12H17NO5S,-0.292,0.1398,Ulaanbaatar
WSOCbb,C12H17NO6,-0.292,0.1398,Ulaanbaatar
WSOCbb,C12H17NO6S,0.649,3.00E-04,Ulaanbaatar
WSOCbb,C12H17NO7,0.649,3.00E-04,Ulaanbaatar
WSOCbb,C12H17NO7S,0.844,0,Ulaanbaatar
WSOCbb,C12H17NO8,0.844,0,Ulaanbaatar
WSOCbb,C12H17NO8S,0.762,0,Ulaanbaatar
WSOCbb,C12H17NO9,0.762,0,Ulaanbaatar
WSOCbb,C12H17NO9S,0.762,0,Ulaanbaatar
WSOCbb,C12H18N2O11,0.762,0,Ulaanbaatar
WSOCbb,C12H18O11S,0.762,0,Ulaanbaatar
WSOCbb,C12H18O2,-0.487,0.0099,Ulaanbaatar
WSOCbb,C12H18O3,-0.489,0.0096,Ulaanbaatar
WSOCbb,C12H18O4S,-0.017,0.9348,Ulaanbaatar
WSOCbb,C12H18O5S,-0.264,0.1826,Ulaanbaatar
WSOCbb,C12H18O6,-0.264,0.1826,Ulaanbaatar
WSOCbb,C12H18O6S,-0.207,0.2995,Ulaanbaatar
WSOCbb,C12H18O7S,0.107,0.5968,Ulaanbaatar
WSOCbb,C12H18O8,0.107,0.5968,Ulaanbaatar
WSOCbb,C12H18O8S,-0.331,0.0918,Ulaanbaatar
WSOCbb,C12H18O9,-0.528,0.0047,Ulaanbaatar
WSOCbb,C12H18O9S,-0.528,0.0047,Ulaanbaatar
WSOCbb,C12H19N3O10S,-0.528,0.0047,Ulaanbaatar
WSOCbb,C12H19N3O3,-0.345,0.0784,Ulaanbaatar
WSOCbb,C12H19NO11S,-0.345,0.0784,Ulaanbaatar
WSOCbb,C12H19NO12S,-0.345,0.0784,Ulaanbaatar
WSOCbb,C12H19NO4,-0.345,0.0784,Ulaanbaatar
WSOCbb,C12H19NO4S,-0.217,0.276,Ulaanbaatar
WSOCbb,C12H19NO5S,0,0.9988,Ulaanbaatar
WSOCbb,C12H19NO6,0,0.9988,Ulaanbaatar
WSOCbb,C12H19NO6S,0.46,0.0158,Ulaanbaatar
WSOCbb,C12H19NO7,0.46,0.0158,Ulaanbaatar
WSOCbb,C12H19NO7S,0.532,0.0043,Ulaanbaatar
WSOCbb,C12H19NO8,0.532,0.0043,Ulaanbaatar
WSOCbb,C12H19NO8S,0.025,0.9014,Ulaanbaatar
WSOCbb,C12H19NO9,0.025,0.9014,Ulaanbaatar
WSOCbb,C12H20N2O12S,0.025,0.9014,Ulaanbaatar
WSOCbb,C12H20O10S,0.025,0.9014,Ulaanbaatar
WSOCbb,C12H20O10S2,0.025,0.9014,Ulaanbaatar
WSOCbb,C12H20O11S2,0.025,0.9014,Ulaanbaatar
WSOCbb,C12H20O12S,0.025,0.9014,Ulaanbaatar
WSOCbb,C12H20O4S,-0.077,0.7034,Ulaanbaatar
WSOCbb,C12H20O6,-0.077,0.7034,Ulaanbaatar
WSOCbb,C12H20O7,-0.077,0.7034,Ulaanbaatar
WSOCbb,C12H20O7S,-0.077,0.7034,Ulaanbaatar
WSOCbb,C12H20O8,-0.077,0.7034,Ulaanbaatar
WSOCbb,C12H20O8S,-0.283,0.1531,Ulaanbaatar
WSOCbb,C12H20O9,-0.283,0.1531,Ulaanbaatar
WSOCbb,C12H20O9S,-0.283,0.1531,Ulaanbaatar
WSOCbb,C12H21NO10S,-0.283,0.1531,Ulaanbaatar
WSOCbb,C12H21NO11S,-0.283,0.1531,Ulaanbaatar
WSOCbb,C12H21NO12S,-0.283,0.1531,Ulaanbaatar
WSOCbb,C12H21NO4,-0.283,0.1531,Ulaanbaatar
WSOCbb,C12H21NO5,-0.283,0.1531,Ulaanbaatar
WSOCbb,C12H21NO5S,-0.227,0.2559,Ulaanbaatar
WSOCbb,C12H21NO6,-0.227,0.2559,Ulaanbaatar
WSOCbb,C12H21NO6S,-0.282,0.1547,Ulaanbaatar
WSOCbb,C12H21NO7,-0.282,0.1547,Ulaanbaatar
WSOCbb,C12H21NO8,-0.282,0.1547,Ulaanbaatar
WSOCbb,C12H21NO8S,0.056,0.7831,Ulaanbaatar
WSOCbb,C12H21NO9,0.056,0.7831,Ulaanbaatar
WSOCbb,C12H21NO9S,-0.382,0.0495,Ulaanbaatar
WSOCbb,C12H22N2O11S,-0.382,0.0495,Ulaanbaatar
WSOCbb,C12H22N2O12S,-0.382,0.0495,Ulaanbaatar
WSOCbb,C12H22O10S,-0.382,0.0495,Ulaanbaatar
WSOCbb,C12H22O10S2,-0.382,0.0495,Ulaanbaatar
WSOCbb,C12H22O11,-0.382,0.0495,Ulaanbaatar
WSOCbb,C12H22O11S,-0.382,0.0495,Ulaanbaatar
WSOCbb,C12H22O11S2,-0.382,0.0495,Ulaanbaatar
WSOCbb,C12H22O12S2,-0.382,0.0495,Ulaanbaatar
WSOCbb,C12H22O4S,-0.382,0.0495,Ulaanbaatar
WSOCbb,C12H22O5S,0,0.9987,Ulaanbaatar
WSOCbb,C12H22O6S,0,0.9987,Ulaanbaatar
WSOCbb,C12H22O7,0,0.9987,Ulaanbaatar
WSOCbb,C12H22O7S,0.031,0.8797,Ulaanbaatar
WSOCbb,C12H22O9S,0.031,0.8797,Ulaanbaatar
WSOCbb,C12H23N3O9S,0.031,0.8797,Ulaanbaatar
WSOCbb,C12H23NO10S,0.031,0.8797,Ulaanbaatar
WSOCbb,C12H23NO11S,0.031,0.8797,Ulaanbaatar
WSOCbb,C12H23NO5S,-0.574,0.0017,Ulaanbaatar
WSOCbb,C12H23NO6S,-0.096,0.6334,Ulaanbaatar
WSOCbb,C12H23NO7S,0.003,0.9866,Ulaanbaatar
WSOCbb,C12H23NO9S,-0.49,0.0095,Ulaanbaatar
WSOCbb,C12H24N2O11S,-0.49,0.0095,Ulaanbaatar
WSOCbb,C12H24N2O12S,-0.49,0.0095,Ulaanbaatar
WSOCbb,C12H24O11S2,-0.49,0.0095,Ulaanbaatar
WSOCbb,C12H24O12S,-0.49,0.0095,Ulaanbaatar
WSOCbb,C12H24O12S2,-0.49,0.0095,Ulaanbaatar
WSOCbb,C12H24O4,-0.49,0.0095,Ulaanbaatar
WSOCbb,C12H24O7S,-0.49,0.0095,Ulaanbaatar
WSOCbb,C12H24O8S,-0.091,0.6517,Ulaanbaatar
WSOCbb,C12H25N3O12,-0.091,0.6517,Ulaanbaatar
WSOCbb,C12H25NO5S,-0.549,0.003,Ulaanbaatar
WSOCbb,C12H25NO7S,0.266,0.1795,Ulaanbaatar
WSOCbb,C12H25NO8S,0.436,0.0229,Ulaanbaatar
WSOCbb,C12H25NO9S,0.436,0.0229,Ulaanbaatar
WSOCbb,C12H26O10S2,0.436,0.0229,Ulaanbaatar
WSOCbb,C12H26O11S2,0.436,0.0229,Ulaanbaatar
WSOCbb,C12H26O5,0.436,0.0229,Ulaanbaatar
WSOCbb,C12H26O5S,-0.002,0.9921,Ulaanbaatar
WSOCbb,C12H26O6S,0.283,0.1526,Ulaanbaatar
WSOCbb,C12H26O7S,0.622,5.00E-04,Ulaanbaatar
WSOCbb,C12H26O8S,0.622,5.00E-04,Ulaanbaatar
WSOCbb,C12H6O4,0.881,0,Ulaanbaatar
WSOCbb,C12H6O5,0.881,0,Ulaanbaatar
WSOCbb,C12H7N3O6,0.387,0.0462,Ulaanbaatar
WSOCbb,C12H7NO2,-0.048,0.8135,Ulaanbaatar
WSOCbb,C12H7NO3,0.474,0.0126,Ulaanbaatar
WSOCbb,C12H7NO4,-0.301,0.1265,Ulaanbaatar
WSOCbb,C12H7NO5,-0.301,0.1265,Ulaanbaatar
WSOCbb,C12H8N2O5,-0.301,0.1265,Ulaanbaatar
WSOCbb,C12H8N2O6,-0.301,0.1265,Ulaanbaatar
WSOCbb,C12H8O,0.256,0.198,Ulaanbaatar
WSOCbb,C12H8O2,-0.537,0.0038,Ulaanbaatar
WSOCbb,C12H8O3,-0.352,0.072,Ulaanbaatar
WSOCbb,C12H8O4,-0.352,0.072,Ulaanbaatar
WSOCbb,C12H8O5,0.636,4.00E-04,Ulaanbaatar
WSOCbb,C12H8O5S,0.121,0.5489,Ulaanbaatar
WSOCbb,C12H8O6,0.121,0.5489,Ulaanbaatar
WSOCbb,C12H8O6S,0.787,0,Ulaanbaatar
WSOCbb,C12H8O7S,0.809,0,Ulaanbaatar
WSOCbb,C12H9N3O4,0.249,0.2107,Ulaanbaatar
WSOCbb,C12H9NO,-0.195,0.3287,Ulaanbaatar
WSOCbb,C12H9NO2,-0.376,0.053,Ulaanbaatar
WSOCbb,C12H9NO3,-0.278,0.1604,Ulaanbaatar
WSOCbb,C12H9NO4,-0.008,0.9698,Ulaanbaatar
WSOCbb,C12H9NO4S,-0.163,0.4162,Ulaanbaatar
WSOCbb,C12H9NO5,0.056,0.78,Ulaanbaatar
WSOCbb,C12H9NO5S,0.399,0.0393,Ulaanbaatar
WSOCbb,C12H9NO6,0.399,0.0393,Ulaanbaatar
WSOCbb,C12H9NO6S,-0.121,0.5477,Ulaanbaatar
WSOCbb,C12H9NO7,-0.121,0.5477,Ulaanbaatar
WSOCbb,C12H9NO8,-0.121,0.5477,Ulaanbaatar
WSOCbb,C13H10N2O5,0.045,0.8233,Ulaanbaatar
WSOCbb,C13H10N2O6,-0.651,2.00E-04,Ulaanbaatar
WSOCbb,C13H10N2O7,-0.651,2.00E-04,Ulaanbaatar
WSOCbb,C13H10O,-0.53,0.0045,Ulaanbaatar
WSOCbb,C13H10O2,-0.282,0.1545,Ulaanbaatar
WSOCbb,C13H10O3,0.123,0.5397,Ulaanbaatar
WSOCbb,C13H10O4,0.4,0.0387,Ulaanbaatar
WSOCbb,C13H10O4S,0.394,0.0421,Ulaanbaatar
WSOCbb,C13H10O5,-0.242,0.2244,Ulaanbaatar
WSOCbb,C13H10O5S,0.123,0.5399,Ulaanbaatar
WSOCbb,C13H10O6,0.123,0.5399,Ulaanbaatar
WSOCbb,C13H10O6S,0.351,0.0725,Ulaanbaatar
WSOCbb,C13H10O7,0.351,0.0725,Ulaanbaatar
WSOCbb,C13H10O7S,0.351,0.0725,Ulaanbaatar
WSOCbb,C13H10O8,0.351,0.0725,Ulaanbaatar
WSOCbb,C13H10O8S,0.694,1.00E-04,Ulaanbaatar
WSOCbb,C13H11N3O4,-0.185,0.3548,Ulaanbaatar
WSOCbb,C13H11N3O5,0.172,0.3907,Ulaanbaatar
WSOCbb,C13H11N3O7,0.172,0.3907,Ulaanbaatar
WSOCbb,C13H11NO,-0.372,0.0563,Ulaanbaatar
WSOCbb,C13H11NO2,-0.502,0.0076,Ulaanbaatar
WSOCbb,C13H11NO3,-0.465,0.0145,Ulaanbaatar
WSOCbb,C13H11NO4,-0.403,0.0374,Ulaanbaatar
WSOCbb,C13H11NO4S,0.061,0.7622,Ulaanbaatar
WSOCbb,C13H11NO4S2,0.069,0.7327,Ulaanbaatar
WSOCbb,C13H11NO5,-0.062,0.7599,Ulaanbaatar
WSOCbb,C13H11NO5S,0.067,0.7409,Ulaanbaatar
WSOCbb,C13H11NO6,0.067,0.7409,Ulaanbaatar
WSOCbb,C13H11NO6S,0.288,0.1458,Ulaanbaatar
WSOCbb,C13H11NO7,0.288,0.1458,Ulaanbaatar
WSOCbb,C13H11NO7S,0.61,7.00E-04,Ulaanbaatar
WSOCbb,C13H11NO8,0.61,7.00E-04,Ulaanbaatar
WSOCbb,C13H11NO9,0.61,7.00E-04,Ulaanbaatar
WSOCbb,C13H12N2O4,0.61,7.00E-04,Ulaanbaatar
WSOCbb,C13H12N2O4S,0.605,8.00E-04,Ulaanbaatar
WSOCbb,C13H12N2O5,-0.226,0.2576,Ulaanbaatar
WSOCbb,C13H12N2O6,-0.226,0.2576,Ulaanbaatar
WSOCbb,C13H12N2O6S,0.714,0,Ulaanbaatar
WSOCbb,C13H12O,-0.679,1.00E-04,Ulaanbaatar
WSOCbb,C13H12O3,0.326,0.0974,Ulaanbaatar
WSOCbb,C13H12O4,0.622,5.00E-04,Ulaanbaatar
WSOCbb,C13H12O4S,0.185,0.3562,Ulaanbaatar
WSOCbb,C13H12O5,0.149,0.4574,Ulaanbaatar
WSOCbb,C13H12O5S,0.037,0.8549,Ulaanbaatar
WSOCbb,C13H12O6,0.037,0.8562,Ulaanbaatar
WSOCbb,C13H12O6S,0.037,0.8562,Ulaanbaatar
WSOCbb,C13H12O7,0.037,0.8562,Ulaanbaatar
WSOCbb,C13H12O7S,0.037,0.8562,Ulaanbaatar
WSOCbb,C13H12O8,0.037,0.8562,Ulaanbaatar
WSOCbb,C13H12O9,0.037,0.8562,Ulaanbaatar
WSOCbb,C13H13N3O4,0.196,0.3278,Ulaanbaatar
WSOCbb,C13H13NO,-0.711,0,Ulaanbaatar
WSOCbb,C13H13NO2,-0.136,0.4986,Ulaanbaatar
WSOCbb,C13H13NO3,-0.572,0.0018,Ulaanbaatar
WSOCbb,C13H13NO4,-0.328,0.0944,Ulaanbaatar
WSOCbb,C13H13NO4S,0.448,0.0192,Ulaanbaatar
WSOCbb,C13H13NO5,-0.241,0.2268,Ulaanbaatar
WSOCbb,C13H13NO5S,0.418,0.0299,Ulaanbaatar
WSOCbb,C13H13NO6,0.062,0.7569,Ulaanbaatar
WSOCbb,C13H13NO7,0.062,0.7569,Ulaanbaatar
WSOCbb,C13H13NO8S,0.794,0,Ulaanbaatar
WSOCbb,C13H13NO9,0.794,0,Ulaanbaatar
WSOCbb,C13H13NO9S,0.449,0.0187,Ulaanbaatar
WSOCbb,C13H14N2O4,0.449,0.0187,Ulaanbaatar
WSOCbb,C13H14N2O4S,0.508,0.0068,Ulaanbaatar
WSOCbb,C13H14N2O5,0.508,0.0068,Ulaanbaatar
WSOCbb,C13H14N2O6,0.508,0.0068,Ulaanbaatar
WSOCbb,C13H14N2O7,0.508,0.0068,Ulaanbaatar
WSOCbb,C13H14N2O7S,0.804,0,Ulaanbaatar
WSOCbb,C13H14N2O8,0.804,0,Ulaanbaatar
WSOCbb,C13H14O,-0.683,1.00E-04,Ulaanbaatar
WSOCbb,C13H14O10S,-0.683,1.00E-04,Ulaanbaatar
WSOCbb,C13H14O2,-0.296,0.1345,Ulaanbaatar
WSOCbb,C13H14O3,-0.072,0.7202,Ulaanbaatar
WSOCbb,C13H14O4,0.31,0.1155,Ulaanbaatar
WSOCbb,C13H14O4S,-0.012,0.953,Ulaanbaatar
WSOCbb,C13H14O5,0.262,0.1863,Ulaanbaatar
WSOCbb,C13H14O5S,0.262,0.1863,Ulaanbaatar
WSOCbb,C13H14O6,-0.362,0.0635,Ulaanbaatar
WSOCbb,C13H14O6S,-0.024,0.9068,Ulaanbaatar
WSOCbb,C13H14O7,0.32,0.1037,Ulaanbaatar
WSOCbb,C13H14O8,0.296,0.1337,Ulaanbaatar
WSOCbb,C13H14O8S,0.67,1.00E-04,Ulaanbaatar
WSOCbb,C13H14O9S,0.67,1.00E-04,Ulaanbaatar
WSOCbb,C13H15N3O4,0.105,0.6017,Ulaanbaatar
WSOCbb,C13H15N3O5,0.105,0.6017,Ulaanbaatar
WSOCbb,C13H15N3O8,0.105,0.6017,Ulaanbaatar
WSOCbb,C13H15NO10S,0.105,0.6017,Ulaanbaatar
WSOCbb,C13H15NO3,-0.308,0.1174,Ulaanbaatar
WSOCbb,C13H15NO3S,0.035,0.8612,Ulaanbaatar
WSOCbb,C13H15NO4,-0.585,0.0014,Ulaanbaatar
WSOCbb,C13H15NO4S,0.254,0.2005,Ulaanbaatar
WSOCbb,C13H15NO5,-0.546,0.0032,Ulaanbaatar
WSOCbb,C13H15NO5S,-0.062,0.7587,Ulaanbaatar
WSOCbb,C13H15NO6,-0.062,0.7587,Ulaanbaatar
WSOCbb,C13H15NO6S,0.332,0.0909,Ulaanbaatar
WSOCbb,C13H15NO7,-0.421,0.0289,Ulaanbaatar
WSOCbb,C13H15NO7S,-0.421,0.0289,Ulaanbaatar
WSOCbb,C13H15NO8,-0.421,0.0289,Ulaanbaatar
WSOCbb,C13H15NO9,-0.421,0.0289,Ulaanbaatar
WSOCbb,C13H16N2O10S,-0.421,0.0289,Ulaanbaatar
WSOCbb,C13H16N2O11S,-0.421,0.0289,Ulaanbaatar
WSOCbb,C13H16N2O12S2,-0.421,0.0289,Ulaanbaatar
WSOCbb,C13H16N2O5,-0.062,0.7579,Ulaanbaatar
WSOCbb,C13H16N2O5S,0.758,0,Ulaanbaatar
WSOCbb,C13H16N2O6,0.758,0,Ulaanbaatar
WSOCbb,C13H16N2O7,0.758,0,Ulaanbaatar
WSOCbb,C13H16N4O9,0.758,0,Ulaanbaatar
WSOCbb,C13H16O10,0.758,0,Ulaanbaatar
WSOCbb,C13H16O2,-0.427,0.0264,Ulaanbaatar
WSOCbb,C13H16O3,-0.508,0.0068,Ulaanbaatar
WSOCbb,C13H16O4,-0.508,0.0068,Ulaanbaatar
WSOCbb,C13H16O4S,0.322,0.1013,Ulaanbaatar
WSOCbb,C13H16O5,0.322,0.1013,Ulaanbaatar
WSOCbb,C13H16O5S,0.391,0.0437,Ulaanbaatar
WSOCbb,C13H16O6,-0.034,0.8678,Ulaanbaatar
WSOCbb,C13H16O6S,0.212,0.2887,Ulaanbaatar
WSOCbb,C13H16O7,-0.288,0.1453,Ulaanbaatar
WSOCbb,C13H16O7S,0.63,4.00E-04,Ulaanbaatar
WSOCbb,C13H16O8,0.63,4.00E-04,Ulaanbaatar
WSOCbb,C13H16O8S,0.63,4.00E-04,Ulaanbaatar
WSOCbb,C13H16O9,0.63,4.00E-04,Ulaanbaatar
WSOCbb,C13H16O9S,0.279,0.1593,Ulaanbaatar
WSOCbb,C13H17N3O11,0.279,0.1593,Ulaanbaatar
WSOCbb,C13H17N3O3,-0.276,0.1641,Ulaanbaatar
WSOCbb,C13H17N3O4,-0.276,0.1641,Ulaanbaatar
WSOCbb,C13H17N3O5,-0.079,0.6935,Ulaanbaatar
WSOCbb,C13H17N3O7,-0.079,0.6935,Ulaanbaatar
WSOCbb,C13H17NO10S,-0.079,0.6935,Ulaanbaatar
WSOCbb,C13H17NO3,-0.551,0.0029,Ulaanbaatar
WSOCbb,C13H17NO4,-0.086,0.6685,Ulaanbaatar
WSOCbb,C13H17NO4S,0.378,0.0521,Ulaanbaatar
WSOCbb,C13H17NO5,-0.398,0.0397,Ulaanbaatar
WSOCbb,C13H17NO6,-0.424,0.0276,Ulaanbaatar
WSOCbb,C13H17NO6S,-0.424,0.0276,Ulaanbaatar
WSOCbb,C13H17NO7,-0.473,0.0128,Ulaanbaatar
WSOCbb,C13H17NO7S,0.542,0.0035,Ulaanbaatar
WSOCbb,C13H17NO8,0.542,0.0035,Ulaanbaatar
WSOCbb,C13H17NO9,0.542,0.0035,Ulaanbaatar
WSOCbb,C13H17NO9S,0.542,0.0035,Ulaanbaatar
WSOCbb,C13H18N2O4,-0.416,0.031,Ulaanbaatar
WSOCbb,C13H18N2O5,-0.416,0.031,Ulaanbaatar
WSOCbb,C13H18N2O6,-0.416,0.031,Ulaanbaatar
WSOCbb,C13H18N2O7,-0.416,0.031,Ulaanbaatar
WSOCbb,C13H18N4O6,-0.416,0.031,Ulaanbaatar
WSOCbb,C13H18N4O7,-0.416,0.031,Ulaanbaatar
WSOCbb,C13H18N4O8,-0.416,0.031,Ulaanbaatar
WSOCbb,C13H18O,-0.57,0.0019,Ulaanbaatar
WSOCbb,C13H18O10S,-0.57,0.0019,Ulaanbaatar
WSOCbb,C13H18O2,-0.485,0.0104,Ulaanbaatar
WSOCbb,C13H18O4S,-0.478,0.0117,Ulaanbaatar
WSOCbb,C13H18O5S,-0.063,0.7546,Ulaanbaatar
WSOCbb,C13H18O6,-0.063,0.7546,Ulaanbaatar
WSOCbb,C13H18O6S,0.197,0.3257,Ulaanbaatar
WSOCbb,C13H18O7,-0.526,0.0049,Ulaanbaatar
WSOCbb,C13H18O7S,-0.492,0.0091,Ulaanbaatar
WSOCbb,C13H18O9,-0.492,0.0091,Ulaanbaatar
WSOCbb,C13H18O9S,-0.185,0.3556,Ulaanbaatar
WSOCbb,C13H19N3O3,0.023,0.9081,Ulaanbaatar
WSOCbb,C13H19N3O6,0.21,0.292,Ulaanbaatar
WSOCbb,C13H19NO10,0.21,0.292,Ulaanbaatar
WSOCbb,C13H19NO10S,0.21,0.292,Ulaanbaatar
WSOCbb,C13H19NO11S,0.21,0.292,Ulaanbaatar
WSOCbb,C13H19NO12S,0.21,0.292,Ulaanbaatar
WSOCbb,C13H19NO3,0.21,0.292,Ulaanbaatar
WSOCbb,C13H19NO4,0.21,0.292,Ulaanbaatar
WSOCbb,C13H19NO4S,0.219,0.2725,Ulaanbaatar
WSOCbb,C13H19NO5,0.219,0.2725,Ulaanbaatar
WSOCbb,C13H19NO5S,0.219,0.2725,Ulaanbaatar
WSOCbb,C13H19NO6,-0.755,0,Ulaanbaatar
WSOCbb,C13H19NO7,-0.755,0,Ulaanbaatar
WSOCbb,C13H19NO7S,-0.755,0,Ulaanbaatar
WSOCbb,C13H19NO8,-0.755,0,Ulaanbaatar
WSOCbb,C13H19NO9,-0.755,0,Ulaanbaatar
WSOCbb,C13H20N2O4,-0.755,0,Ulaanbaatar
WSOCbb,C13H20N2O5,-0.755,0,Ulaanbaatar
WSOCbb,C13H20N4O6,-0.755,0,Ulaanbaatar
WSOCbb,C13H20N4O7,-0.755,0,Ulaanbaatar
WSOCbb,C13H20O10S,-0.755,0,Ulaanbaatar
WSOCbb,C13H20O11S,-0.755,0,Ulaanbaatar
WSOCbb,C13H20O4S,-0.755,0,Ulaanbaatar
WSOCbb,C13H20O5S,-0.09,0.6566,Ulaanbaatar
WSOCbb,C13H20O6,-0.09,0.6566,Ulaanbaatar
WSOCbb,C13H20O6S,-0.543,0.0034,Ulaanbaatar
WSOCbb,C13H20O7S,-0.292,0.1398,Ulaanbaatar
WSOCbb,C13H20O8S,-0.523,0.0051,Ulaanbaatar
WSOCbb,C13H20O9,-0.523,0.0051,Ulaanbaatar
WSOCbb,C13H20O9S,-0.523,0.0051,Ulaanbaatar
WSOCbb,C13H21NO10S,-0.523,0.0051,Ulaanbaatar
WSOCbb,C13H21NO11S,-0.523,0.0051,Ulaanbaatar
WSOCbb,C13H21NO12S,-0.523,0.0051,Ulaanbaatar
WSOCbb,C13H21NO4S,-0.045,0.8217,Ulaanbaatar
WSOCbb,C13H21NO5,-0.045,0.8217,Ulaanbaatar
WSOCbb,C13H21NO5S,-0.47,0.0133,Ulaanbaatar
WSOCbb,C13H21NO6,-0.595,0.0011,Ulaanbaatar
WSOCbb,C13H21NO6S,0.281,0.1563,Ulaanbaatar
WSOCbb,C13H21NO9S,-0.04,0.8418,Ulaanbaatar
WSOCbb,C13H22N2O12S,-0.04,0.8418,Ulaanbaatar
WSOCbb,C13H22N4O8S,-0.04,0.8418,Ulaanbaatar
WSOCbb,C13H22O,-0.04,0.8418,Ulaanbaatar
WSOCbb,C13H22O10S,-0.04,0.8418,Ulaanbaatar
WSOCbb,C13H22O4S,-0.221,0.2679,Ulaanbaatar
WSOCbb,C13H22O6,-0.221,0.2679,Ulaanbaatar
WSOCbb,C13H22O6S,0.019,0.9265,Ulaanbaatar
WSOCbb,C13H22O7,-0.71,0,Ulaanbaatar
WSOCbb,C13H22O7S,-0.07,0.7297,Ulaanbaatar
WSOCbb,C13H22O7S2,-0.07,0.7297,Ulaanbaatar
WSOCbb,C13H22O8S,-0.437,0.0228,Ulaanbaatar
WSOCbb,C13H22O9S,-0.339,0.0835,Ulaanbaatar
WSOCbb,C13H23NO10S,-0.339,0.0835,Ulaanbaatar
WSOCbb,C13H23NO11S,-0.339,0.0835,Ulaanbaatar
WSOCbb,C13H23NO12S,-0.339,0.0835,Ulaanbaatar
WSOCbb,C13H23NO4,-0.339,0.0835,Ulaanbaatar
WSOCbb,C13H23NO4S,0.444,0.0204,Ulaanbaatar
